scenario,stips,mock,type,partner,url,firstName,lastName,addressStreet,addressCity,addressState,addressZip,dateOfBirth,mobilePhone,homePhone,ssn,email,employmentStatus,annualIncome,citizenship,language,coFirstName,coLastName,coAddressStreet,coAddressCity,coAddressState,coAddressZip,coDateOfBirth,coMobilePhone,coHomePhone,coSSN,coEmail,coEmploymentStatus,coAnnualIncome,coCitizenship,srFirstName,srLastName,srEmail,srMobilePhone,srCompanyName,loanTerm,systemCost,referenceNumber,status,hasDeferredStips,approvedButton,hasNonDeferredStips,primaryNonDeferredMessage,secondaryNonDeferredMessage,responseBody
"primary application returns with an ID/Fraud-eID Error stip, no non-deferred stips",ID/Fraud-eID Error,equifax-test-mocks/Solar/stips/combined/ID-Fraud-eID-Error_Primary.json,Primary,1stLight,solar/1stlight/1stlight.html,ID-Fraud-eID-Error-primary-1,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,us,english,ID-Fraud-eID-Error-primary-2,BOLT,101 Fake st,Roseville,CA,95678,1987-06-25,9162342345,9163453456,666320691,,Employed,50000,us,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,ApprovedWithStips,TRUE,disabled,TRUE,,,"{
  ""loanId"": ""20-08-000199"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Primary"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""stipulations"": [
    {
      ""type"": ""Title"",
      ""internal"": true,
      ""deferred"": false,
      ""stipids"": [
        ""Home Title-Ownership/Trust Issue""
      ]
    }
  ],
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""UPLOAD""
  ],
  ""token"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjEifQ.eyJzdWIiOiIyMC0wOC0wMDAxOTkiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgzMTk1NDE1LCJleHAiOjE1ODU3ODc0MTV9.Y-svHL2BSfaVyI1-e1WimxTsofuCMt8W7FJIJTi_FQE""
}"
"primary application returns with an ID/Fraud-OFAC stip, no non-deferred stips",ID/Fraud-OFAC,equifax-test-mocks/Solar/stips/combined/ID-Fraud-OFAC_Primary.json,Primary,1stLight,solar/1stlight/1stlight.html,ID-Fraud-OFAC-primary-1,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,us,english,ID-Fraud-OFAC-primary-2,BOLT,101 Fake st,Roseville,CA,95678,1987-06-25,9162342345,9163453456,666320691,,Employed,50000,us,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,ApprovedWithStips,TRUE,disabled,TRUE,,,"{
  ""loanId"": ""20-12-000203"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Primary"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""stipulations"": [
    {
      ""type"": ""Title"",
      ""internal"": true,
      ""deferred"": false,
      ""stipids"": [
        ""Home Title-Ownership/Trust Issue""
      ]
    }
  ],
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""UPLOAD""
  ],
  ""token"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjQifQ.eyJzdWIiOiIyMC0xMi0wMDAyMDMiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgzMTk1NDE3LCJleHAiOjE1ODU3ODc0MTd9.kaUfZjc1kgAVn3K5nktAF3V-sI4nftC_JcP_a6zEcTw""
}"
"primary application returns with an ID/Fraud-Alert Contact stip, no non-deferred stips",ID/Fraud-Alert Contact,equifax-test-mocks/Solar/stips/combined/ID-Fraud-Alert-Contact_Primary.json,Primary,1stLight,solar/1stlight/1stlight.html,ID-Fraud-Alert-Contact-primary-1,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,us,english,ID-Fraud-Alert-Contact-primary-2,BOLT,101 Fake st,Roseville,CA,95678,1987-06-25,9162342345,9163453456,666320691,,Employed,50000,us,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,ApprovedWithStips,TRUE,disabled,TRUE,,,"{
  ""loanId"": ""20-14-000204"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Primary"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""stipulations"": [
    {
      ""type"": ""Title"",
      ""internal"": true,
      ""deferred"": false,
      ""stipids"": [
        ""Home Title-Ownership/Trust Issue""
      ]
    }
  ],
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""UPLOAD""
  ],
  ""token"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjQifQ.eyJzdWIiOiIyMC0xNC0wMDAyMDQiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgzMTk1NDE5LCJleHAiOjE1ODU3ODc0MTl9.kiQ5H5QhR5b5maNtO4t9A87ZNQ3wjLlh-8Q_cyXNsJw""
}"
"primary application returns with an ID/Fraud-Fraudulent Inquiry stip, no non-deferred stips",ID/Fraud-Fraudulent Inquiry,equifax-test-mocks/Solar/stips/combined/ID-Fraud-Fraudulent-Inquiry_Primary.json,Primary,1stLight,solar/1stlight/1stlight.html,ID-Fraud-Fraudulent-Inquiry-primary-1,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,us,english,ID-Fraud-Fraudulent-Inquiry-primary-2,BOLT,101 Fake st,Roseville,CA,95678,1987-06-25,9162342345,9163453456,666320691,,Employed,50000,us,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,ApprovedWithStips,TRUE,disabled,TRUE,,,"{
  ""loanId"": ""20-07-000175"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Primary"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""stipulations"": [
    {
      ""type"": ""Title"",
      ""internal"": true,
      ""deferred"": false,
      ""stipids"": [
        ""Home Title-Ownership/Trust Issue""
      ]
    }
  ],
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""UPLOAD""
  ],
  ""token"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjQifQ.eyJzdWIiOiIyMC0wNy0wMDAxNzUiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgzMTk1NDIxLCJleHAiOjE1ODU3ODc0MjF9.RRcQQh6cbYRtrRrgBWohM3yCucJIM5O-wmz9m9k2w8U""
}"
"primary application returns with an ID/Fraud-Fraud Victim Indicator stip, no non-deferred stips",ID/Fraud-Fraud Victim Indicator,equifax-test-mocks/Solar/stips/combined/ID-Fraud_Fraud-Victim-Indicator_Primary.json,Primary,1stLight,solar/1stlight/1stlight.html,ID-Fraud-Fraud-Victim-Indicator-primary-1,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,us,english,ID-Fraud-Fraud-Victim-Indicator-primary-2,BOLT,101 Fake st,Roseville,CA,95678,1987-06-25,9162342345,9163453456,666320691,,Employed,50000,us,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,ApprovedWithStips,TRUE,disabled,TRUE,,,"{
  ""loanId"": ""20-05-000194"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Primary"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""stipulations"": [
    {
      ""type"": ""Title"",
      ""internal"": true,
      ""deferred"": false,
      ""stipids"": [
        ""Home Title-Ownership/Trust Issue""
      ]
    }
  ],
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""UPLOAD""
  ],
  ""token"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjEifQ.eyJzdWIiOiIyMC0wNS0wMDAxOTQiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgzMTk1NDIzLCJleHAiOjE1ODU3ODc0MjN9._kjGniJcsVZzoIfWqp_FgFIWCc8xlcgdZQNfPOzEd18""
}"
"primary application returns with an ID/Fraud-Consumer Statement stip, no non-deferred stips",ID/Fraud-Consumer Statement,equifax-test-mocks/Solar/stips/combined/ID-Fraud-Consumer-Statement_Primary.json,Primary,1stLight,solar/1stlight/1stlight.html,ID-Fraud-Consumer-Statement-primary-1,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,us,english,ID-Fraud-Consumer-Statement-primary-2,BOLT,101 Fake st,Roseville,CA,95678,1987-06-25,9162342345,9163453456,666320691,,Employed,50000,us,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,ApprovedWithStips,TRUE,disabled,TRUE,,,"{
  ""loanId"": ""20-05-000195"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Primary"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""stipulations"": [
    {
      ""type"": ""Title"",
      ""internal"": true,
      ""deferred"": false,
      ""stipids"": [
        ""Home Title-Ownership/Trust Issue""
      ]
    }
  ],
  ""isSub650"": false
}"
"secondary application returns with an ID/Fraud-eID Fail stip, no non-deferred stips",ID/Fraud-eID Fail,equifax-test-mocks/Solar/stips/combined/ID-Fraud-eID-Fail_Secondary.json,Secondary,1stLight,solar/1stlight/1stlight.html,ID-Fraud-eID-Fail-secondary-1,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,us,english,ID-Fraud-eID-Fail-secondary-2,BOLT,101 Fake st,Roseville,CA,95678,1987-06-25,9162342345,9163453456,666320691,,Employed,50000,us,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,ApprovedWithStips,TRUE,disabled,TRUE,,,"{
  ""loanId"": ""20-14-000205"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Secondary"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""stipulations"": [
    {
      ""type"": ""Title"",
      ""internal"": true,
      ""deferred"": false,
      ""stipids"": [
        ""Home Title-Ownership/Trust Issue""
      ]
    }
  ],
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""UPLOAD""
  ],
  ""token"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjEifQ.eyJzdWIiOiIyMC0xNC0wMDAyMDUiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgzMTk1NDI2LCJleHAiOjE1ODU3ODc0MjZ9.V6dggPz6q0JQQGu85AF_gdoZsbm7bnZD0zWyAIp3Y-I""
}"
"secondary application returns with an ID/Fraud-eID unavailable stip, no non-deferred stips",ID/Fraud-eID unavailable,equifax-test-mocks/Solar/stips/combined/ID-Fraud-eID-unavailable_Secondary.json,Secondary,1stLight,solar/1stlight/1stlight.html,ID-Fraud-eID-unavailable-secondary-1,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,us,english,ID-Fraud-eID-unavailable-secondary-2,BOLT,101 Fake st,Roseville,CA,95678,1987-06-25,9162342345,9163453456,666320691,,Employed,50000,us,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,ApprovedWithStips,TRUE,disabled,TRUE,,,"{
  ""loanId"": ""20-01-000188"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Secondary"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""stipulations"": [
    {
      ""type"": ""Title"",
      ""internal"": true,
      ""deferred"": false,
      ""stipids"": [
        ""Home Title-Ownership/Trust Issue""
      ]
    }
  ],
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""UPLOAD""
  ],
  ""token"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjUifQ.eyJzdWIiOiIyMC0wMS0wMDAxODgiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgzMTk1NDI4LCJleHAiOjE1ODU3ODc0Mjh9.pEA2CrWDv6re6yvKbE0YyeiuZsLoYnsRBhXFbKh9Wz4""
}"
"secondary application returns with an ID/Fraud-eID Error stip, no non-deferred stips",ID/Fraud-eID Error,equifax-test-mocks/Solar/stips/combined/ID-Fraud-eID-Error_Secondary.json,Secondary,1stLight,solar/1stlight/1stlight.html,ID-Fraud-eID-Error-secondary-1,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,us,english,ID-Fraud-eID-Error-secondary-2,BOLT,101 Fake st,Roseville,CA,95678,1987-06-25,9162342345,9163453456,666320691,,Employed,50000,us,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,ApprovedWithStips,TRUE,disabled,TRUE,,,"{
  ""loanId"": ""20-06-000191"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Secondary"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""stipulations"": [
    {
      ""type"": ""Title"",
      ""internal"": true,
      ""deferred"": false,
      ""stipids"": [
        ""Home Title-Ownership/Trust Issue""
      ]
    }
  ],
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""UPLOAD""
  ],
  ""token"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjMifQ.eyJzdWIiOiIyMC0wNi0wMDAxOTEiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgzMTk1NDMwLCJleHAiOjE1ODU3ODc0MzB9.Ex-nHhAdArwyJD8bSHcEfxQf3dF23aXVVwPbJAi7tgA""
}"
"secondary application returns with an ID/Fraud-OFAC stip, no non-deferred stips",ID/Fraud-OFAC,equifax-test-mocks/Solar/stips/combined/ID-Fraud-OFAC_Secondary.json,Secondary,1stLight,solar/1stlight/1stlight.html,ID-Fraud-OFAC-secondary-1,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,us,english,ID-Fraud-OFAC-secondary-2,BOLT,101 Fake st,Roseville,CA,95678,1987-06-25,9162342345,9163453456,666320691,,Employed,50000,us,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,ApprovedWithStips,TRUE,disabled,TRUE,,,"{
  ""loanId"": ""20-08-000200"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Secondary"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""stipulations"": [
    {
      ""type"": ""Title"",
      ""internal"": true,
      ""deferred"": false,
      ""stipids"": [
        ""Home Title-Ownership/Trust Issue""
      ]
    }
  ],
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""UPLOAD""
  ],
  ""token"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjgifQ.eyJzdWIiOiIyMC0wOC0wMDAyMDAiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgzMTk1NDMyLCJleHAiOjE1ODU3ODc0MzJ9.aMp2ZEV8hHE54NpHV8bO37ISQriRiO9t7cwyVd0i6kU""
}"
"secondary application returns with an ID/Fraud-Alert Contact stip, no non-deferred stips",ID/Fraud-Alert Contact,equifax-test-mocks/Solar/stips/combined/ID-Fraud-Alert-Contact_Secondary.json,Secondary,1stLight,solar/1stlight/1stlight.html,ID-Fraud-Alert-Contact-secondary-1,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,us,english,ID-Fraud-Alert-Contact-secondary-2,BOLT,101 Fake st,Roseville,CA,95678,1987-06-25,9162342345,9163453456,666320691,,Employed,50000,us,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,ApprovedWithStips,TRUE,disabled,TRUE,,,"{
  ""loanId"": ""20-13-000199"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Secondary"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""stipulations"": [
    {
      ""type"": ""Title"",
      ""internal"": true,
      ""deferred"": false,
      ""stipids"": [
        ""Home Title-Ownership/Trust Issue""
      ]
    }
  ],
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""UPLOAD""
  ],
  ""token"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjcifQ.eyJzdWIiOiIyMC0xMy0wMDAxOTkiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgzMTk1NDM0LCJleHAiOjE1ODU3ODc0MzR9.QIEfG7Uz1lmxIfnm-hKs-nnZ00mUvbIlyS3PnDc6AkY""
}"
"secondary application returns with an ID/Fraud-Fraudulent Inquiry stip, no non-deferred stips",ID/Fraud-Fraudulent Inquiry,equifax-test-mocks/Solar/stips/combined/ID-Fraud-Fraudulent-Inquiry_Secondary.json,Secondary,1stLight,solar/1stlight/1stlight.html,ID-Fraud-Fraudulent-Inquiry-secondary-1,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,us,english,ID-Fraud-Fraudulent-Inquiry-secondary-2,BOLT,101 Fake st,Roseville,CA,95678,1987-06-25,9162342345,9163453456,666320691,,Employed,50000,us,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,ApprovedWithStips,TRUE,disabled,TRUE,,,"{
  ""loanId"": ""20-12-000204"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Secondary"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""stipulations"": [
    {
      ""type"": ""Title"",
      ""internal"": true,
      ""deferred"": false,
      ""stipids"": [
        ""Home Title-Ownership/Trust Issue""
      ]
    }
  ],
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""UPLOAD""
  ],
  ""token"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjQifQ.eyJzdWIiOiIyMC0xMi0wMDAyMDQiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgzMTk1NDM2LCJleHAiOjE1ODU3ODc0MzZ9.tO-_muktIe6quhdBnzB6hSxppQW_hmx8YMp-lXCTS8k""
}"
"secondary application returns with an ID/Fraud-Fraud Victim Indicator stip, no non-deferred stips",ID/Fraud-Fraud Victim Indicator,equifax-test-mocks/Solar/stips/combined/ID-Fraud_Fraud-Victim-Indicator_Secondary.json,Secondary,1stLight,solar/1stlight/1stlight.html,ID-Fraud-Fraud-Victim-Indicator-secondary-1,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,us,english,ID-Fraud-Fraud-Victim-Indicator-secondary-2,BOLT,101 Fake st,Roseville,CA,95678,1987-06-25,9162342345,9163453456,666320691,,Employed,50000,us,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,ApprovedWithStips,TRUE,disabled,TRUE,,,"{
  ""loanId"": ""20-12-000205"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Secondary"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""stipulations"": [
    {
      ""type"": ""Title"",
      ""internal"": true,
      ""deferred"": false,
      ""stipids"": [
        ""Home Title-Ownership/Trust Issue""
      ]
    }
  ],
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""UPLOAD""
  ],
  ""token"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjIifQ.eyJzdWIiOiIyMC0xMi0wMDAyMDUiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgzMTk1NDM4LCJleHAiOjE1ODU3ODc0Mzh9.zP0--5BOLC_hXSMp__2rLNV6Q_poszZs8Yt82S4ha_k""
}"
"secondary application returns with an ID/Fraud-Consumer Statement stip, no non-deferred stips",ID/Fraud-Consumer Statement,equifax-test-mocks/Solar/stips/combined/ID-Fraud-Consumer-Statement_Secondary.json,Secondary,1stLight,solar/1stlight/1stlight.html,ID-Fraud-Consumer-Statement-secondary-1,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,us,english,ID-Fraud-Consumer-Statement-secondary-2,BOLT,101 Fake st,Roseville,CA,95678,1987-06-25,9162342345,9163453456,666320691,,Employed,50000,us,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,ApprovedWithStips,TRUE,disabled,TRUE,,,"{
  ""loanId"": ""20-15-000181"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Secondary"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""stipulations"": [
    {
      ""type"": ""Title"",
      ""internal"": true,
      ""deferred"": false,
      ""stipids"": [
        ""Home Title-Ownership/Trust Issue""
      ]
    }
  ],
  ""isSub650"": false
}"
"combined application returns with an ID/Fraud-eID Fail stip, no non-deferred stips",ID/Fraud-eID Fail,equifax-test-mocks/Solar/stips/combined/ID-Fraud-eID-Fail.json,Combined,1stLight,solar/1stlight/1stlight.html,ID-Fraud-eID-Fail-combined-1,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,us,english,ID-Fraud-eID-Fail-combined-2,BOLT,101 Fake st,Roseville,CA,95678,1987-06-25,9162342345,9163453456,666320691,,Employed,50000,us,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,Approved,TRUE,disabled,,,,"{
  ""loanId"": ""20-02-000208"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Combined"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""GET_DOCS"",
    ""UPLOAD_PRIMARY"",
    ""UPLOAD_SECONDARY""
  ],
  ""primaryToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjgifQ.eyJzdWIiOiIyMC0wMi0wMDAyMDgiLCJleHBpcmVzSW4iOjMwMCwiYm9ycm93ZXIiOiJQcmltYXJ5IiwiaWF0IjoxNTgzMTk1NDQxLCJleHAiOjE1ODU3ODc0NDF9.9f96yT6puMGExsW8siFUA1dqdoWWFY7lbFkw9Sfe2Dw"",
  ""secondaryToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjcifQ.eyJzdWIiOiIyMC0wMi0wMDAyMDgiLCJleHBpcmVzSW4iOjMwMCwiYm9ycm93ZXIiOiJTZWNvbmRhcnkiLCJpYXQiOjE1ODMxOTU0NDEsImV4cCI6MTU4NTc4NzQ0MX0.iqVH_1u1P-Ug4a_S_ugpHPqx9l0kUDDkvLF1jGbUMb0"",
  ""token"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjQifQ.eyJzdWIiOiIyMC0wMi0wMDAyMDgiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgzMTk1NDQxLCJleHAiOjE1ODU3ODc0NDF9.6AuSH74WngwzBr1-VIM8j01nUGuAPp6CPOvgNVTjxro""
}"
