scenario,stips,mock,type,partner,url,firstName,lastName,addressStreet,addressCity,addressState,addressZip,dateOfBirth,mobilePhone,homePhone,ssn,email,employmentStatus,annualIncome,citizenship,language,coFirstName,coLastName,coAddressStreet,coAddressCity,coAddressState,coAddressZip,coDateOfBirth,coMobilePhone,coHomePhone,coSSN,coEmail,coEmploymentStatus,coAnnualIncome,coCitizenship,srFirstName,srLastName,srEmail,srMobilePhone,srCompanyName,loanTerm,systemCost,referenceNumber,status,hasDeferredStips,approvedButton,responseBody
co-borrower application returns with a only non-deferred Internal stip(ie. ApprovedWithStips),Foreclosure Review,equifax-test-mocks/Solar/stips/combined/Internal-NonDeferred_Foreclosure-Review.json,Combined,1stLight,solar/1stlight/1stlight.html,VIRGINIA,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,,,MARY,BOLT,,,,,,,,666320691,,,,,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,Approved,TRUE,disabled,"{
    ""loanId"": ""20-01-000138"",
    ""referenceNumber"": ""deleteMe"",
    ""type"": ""Combined"",
    ""status"": ""Approved"",
    ""maxLoanAmount"": ""50000"",
    ""loanOptions"": {
        ""term"": ""10"",
        ""id"": ""1"",
        ""rate"": ""3.99"",
        ""programFee"": 14.25
    },
    ""totalSystemCost"": ""$30,000.00"",
    ""stipulations"": [
        {
            ""type"": ""Title"",
            ""internal"": true,
            ""borrower"": ""Primary"",
            ""deferred"": false,
            ""stipids"": [
                ""Foreclosure Review""
            ]
        },
        {
            ""type"": ""Title"",
            ""internal"": true,
            ""borrower"": ""Secondary"",
            ""deferred"": false,
            ""stipids"": [
                ""Foreclosure Review""
            ]
        }
    ],
    ""isSub650"": false
}"
co-borrower application returns with a non-deferred Primary Consumer stip(ie. ApprovedWithStips),eIDcompare is unavailable,equifax-test-mocks/Solar/stips/combined/Consumer-NonDeferred_eIDcompare-unavailable_onPrimary.json,Combined,1stLight,solar/1stlight/1stlight.html,VIRGINIA,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,,,MARY,BOLT,,,,,,,,666320691,,,,,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,Approved,TRUE,disabled,"{
    ""loanId"": ""20-04-000143"",
    ""referenceNumber"": ""deleteMe"",
    ""type"": ""Combined"",
    ""status"": ""Approved"",
    ""maxLoanAmount"": ""100000"",
    ""loanOptions"": {
        ""term"": ""10"",
        ""id"": ""1"",
        ""rate"": ""3.99"",
        ""programFee"": 14.25
    },
    ""totalSystemCost"": ""$30,000.00"",
    ""stipulations"": [
        {
            ""type"": ""Id"",
            ""internal"": false,
            ""borrower"": ""Primary"",
            ""deferred"": false,
            ""stipids"": [
                ""eIDcompare is unavailable""
            ]
        }
    ],
    ""isSub650"": false,
    ""availableNextSteps"": [
        ""UPLOAD_PRIMARY""
    ],
    ""primaryToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjEifQ.eyJzdWIiOiIyMC0wNC0wMDAxNDMiLCJleHBpcmVzSW4iOjMwMCwiYm9ycm93ZXIiOiJQcmltYXJ5IiwiaWF0IjoxNTgyODQxNTM3LCJleHAiOjE1ODU0MzM1Mzd9.Fbw3aLNrU-iy0XvOHARM-DqexRnTaqbgXamSdM5giQk""
}"
co-borrower application returns with a non-deferred Secondary Consumer stip(ie. ApprovedWithStips),eIDcompare is unavailable,equifax-test-mocks/Solar/stips/combined/Consumer-NonDeferred_eIDcompare-unavailable_onSecondary.json,Combined,1stLight,solar/1stlight/1stlight.html,VIRGINIA,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,,,MARY,BOLT,,,,,,,,666320691,,,,,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,Approved,TRUE,disabled,"{
    ""loanId"": ""20-13-000143"",
    ""referenceNumber"": ""deleteMe"",
    ""type"": ""Combined"",
    ""status"": ""Approved"",
    ""maxLoanAmount"": ""100000"",
    ""loanOptions"": {
        ""term"": ""10"",
        ""id"": ""1"",
        ""rate"": ""3.99"",
        ""programFee"": 14.25
    },
    ""totalSystemCost"": ""$30,000.00"",
    ""stipulations"": [
        {
            ""type"": ""Id"",
            ""internal"": false,
            ""borrower"": ""Secondary"",
            ""deferred"": false,
            ""stipids"": [
                ""eIDcompare is unavailable""
            ]
        }
    ],
    ""isSub650"": false,
    ""availableNextSteps"": [
        ""UPLOAD_SECONDARY""
    ],
    ""secondaryToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjMifQ.eyJzdWIiOiIyMC0xMy0wMDAxNDMiLCJleHBpcmVzSW4iOjMwMCwiYm9ycm93ZXIiOiJTZWNvbmRhcnkiLCJpYXQiOjE1ODI4NDE2MDMsImV4cCI6MTU4NTQzMzYwM30.V4U2iincKLU_oi6EJu74NOdBrht7EGvS5MniyjIdIYc""
}"
co-borrower application returns with a non-deferred Primary Consumer stip and a non-deferred Secondary Consumer stip(ie. ApprovedWithStips),eIDcompare is unavailable,equifax-test-mocks/Solar/stips/combined/Consumer-NonDeferred_eIDcompare-unavailable.json,Combined,1stLight,solar/1stlight/1stlight.html,VIRGINIA,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,,,MARY,BOLT,,,,,,,,666320691,,,,,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,Approved,TRUE,disabled,"{
    ""loanId"": ""20-05-000143"",
    ""referenceNumber"": ""deleteMe"",
    ""type"": ""Combined"",
    ""status"": ""Approved"",
    ""maxLoanAmount"": ""100000"",
    ""loanOptions"": {
        ""term"": ""10"",
        ""id"": ""1"",
        ""rate"": ""3.99"",
        ""programFee"": 14.25
    },
    ""totalSystemCost"": ""$30,000.00"",
    ""stipulations"": [
        {
            ""type"": ""Id"",
            ""internal"": false,
            ""borrower"": ""Primary"",
            ""deferred"": false,
            ""stipids"": [
                ""eIDcompare is unavailable""
            ]
        },
        {
            ""type"": ""Id"",
            ""internal"": false,
            ""borrower"": ""Secondary"",
            ""deferred"": false,
            ""stipids"": [
                ""eIDcompare is unavailable""
            ]
        }
    ],
    ""isSub650"": false,
    ""availableNextSteps"": [
        ""UPLOAD_PRIMARY"",
        ""UPLOAD_SECONDARY""
    ],
    ""primaryToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjMifQ.eyJzdWIiOiIyMC0wNS0wMDAxNDMiLCJleHBpcmVzSW4iOjMwMCwiYm9ycm93ZXIiOiJQcmltYXJ5IiwiaWF0IjoxNTgyODQxNzY3LCJleHAiOjE1ODU0MzM3Njd9.WW3TzLMFzOSEJNJn9ZlwQHwh-2Rt1j7JxKKYJp6irKE"",
    ""secondaryToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjUifQ.eyJzdWIiOiIyMC0wNS0wMDAxNDMiLCJleHBpcmVzSW4iOjMwMCwiYm9ycm93ZXIiOiJTZWNvbmRhcnkiLCJpYXQiOjE1ODI4NDE3NjcsImV4cCI6MTU4NTQzMzc2N30.vLAqrre-Jl3SKSVxhE519115tIXuOAYk0ofYWwKOuFk""
}"
application returns with a no stips(ie. Approved),,equifax-dev-mocks/combined/approved/820-810.json,Combined,1stLight,solar/1stlight/1stlight.html,VIRGINIA,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,,,MARY,BOLT,,,,,,,,666320691,,,,,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,Approved,TRUE,disabled,"{
    ""loanId"": ""20-13-000144"",
    ""referenceNumber"": ""deleteMe"",
    ""type"": ""Combined"",
    ""status"": ""Approved"",
    ""maxLoanAmount"": ""100000"",
    ""loanOptions"": {
        ""term"": ""10"",
        ""id"": ""1"",
        ""rate"": ""3.99"",
        ""programFee"": 14.25
    },
    ""totalSystemCost"": ""$30,000.00"",
    ""isSub650"": false,
    ""availableNextSteps"": [
        ""GET_DOCS""
    ],
    ""docToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjYifQ.eyJzdWIiOiIyMC0xMy0wMDAxNDQiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgyODQyMTE3LCJleHAiOjE1ODU0MzQxMTd9.fhy-v2iuyXZj6p8iH6JCGrhPwhvfHQV2qJN4YNjNa_0""
}"
Combined loan with Deferred stips,ID/Fraud-Alert Contact,equifax-test-mocks/Solar/stips/combined/ID-Fraud-Alert-Contact.json,Combined,1stLight,solar/1stlight/1stlight.html,VIRGINIA,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,,,MARY,BOLT,,,,,,,,666320691,,,,,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,Approved,TRUE,disabled,"{
  ""loanId"": ""20-14-000135"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Combined"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""GET_DOCS"",
    ""UPLOAD_PRIMARY"",
    ""UPLOAD_SECONDARY"",
    ""WAIT_CALL_PRIMARY"",
    ""WAIT_CALL_SECONDARY""
  ],
  ""primaryToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjQifQ.eyJzdWIiOiIyMC0xNC0wMDAxMzUiLCJleHBpcmVzSW4iOjMwMCwiYm9ycm93ZXIiOiJQcmltYXJ5IiwiaWF0IjoxNTgyODIyNjI5LCJleHAiOjE1ODU0MTQ2Mjl9.8avyqgZU8DAb3Erz2jqQWaIS9-RyR4wJu3tzUM1ta68"",
  ""secondaryToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjgifQ.eyJzdWIiOiIyMC0xNC0wMDAxMzUiLCJleHBpcmVzSW4iOjMwMCwiYm9ycm93ZXIiOiJTZWNvbmRhcnkiLCJpYXQiOjE1ODI4MjI2MjksImV4cCI6MTU4NTQxNDYyOX0.tMF2Rta8LYo_eOmpth-qkkpOW6A5E5QYoainhZmZccU"",
  ""docToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjMifQ.eyJzdWIiOiIyMC0xNC0wMDAxMzUiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgyODIyNjI5LCJleHAiOjE1ODU0MTQ2Mjl9.10ua2czIlyZdUFQGpRM87z0W-h_y0dANWB2FGnYzY7I""
}"
Combined loan with stip only on Primary,ID/Fraud-Alert Contact,equifax-test-mocks/Solar/stips/combined/ID-Fraud-Alert-Contact_onPrimary.json,Combined,1stLight,solar/1stlight/1stlight.html,VIRGINIA,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,,,MARY,BOLT,,,,,,,,666320691,,,,,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,Approved,TRUE,disabled,"{
  ""loanId"": ""20-04-000140"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Combined"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""GET_DOCS"",
    ""UPLOAD_PRIMARY"",
    ""WAIT_CALL_PRIMARY""
  ],
  ""primaryToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjMifQ.eyJzdWIiOiIyMC0wNC0wMDAxNDAiLCJleHBpcmVzSW4iOjMwMCwiYm9ycm93ZXIiOiJQcmltYXJ5IiwiaWF0IjoxNTgyODM1NDIwLCJleHAiOjE1ODU0Mjc0MjB9.6gLZLrYRkkdvhgyGvx2dmw8okzkKZDt2enisRI6QdNI"",
  ""docToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjcifQ.eyJzdWIiOiIyMC0wNC0wMDAxNDAiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgyODM1NDIwLCJleHAiOjE1ODU0Mjc0MjB9.99SuHAAu4af7mawhShXF_IBnVth9fbG9GJWGZlLORvI""
}"
Combined loan with stip only on Secondary,ID/Fraud-Alert Contact,equifax-test-mocks/Solar/stips/combined/ID-Fraud-Alert-Contact_onSecondary.json,Combined,1stLight,solar/1stlight/1stlight.html,VIRGINIA,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,,,MARY,BOLT,,,,,,,,666320691,,,,,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,Approved,TRUE,disabled,"{
  ""loanId"": ""20-09-000139"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Combined"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""GET_DOCS"",
    ""UPLOAD_SECONDARY"",
    ""WAIT_CALL_SECONDARY""
  ],
  ""secondaryToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjkifQ.eyJzdWIiOiIyMC0wOS0wMDAxMzkiLCJleHBpcmVzSW4iOjMwMCwiYm9ycm93ZXIiOiJTZWNvbmRhcnkiLCJpYXQiOjE1ODI4MzU0NDIsImV4cCI6MTU4NTQyNzQ0Mn0.soJS4wYW-VFFrE4HKXEWPfUDhYKVJAERXpxnZTDJF0o"",
  ""docToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjIifQ.eyJzdWIiOiIyMC0wOS0wMDAxMzkiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgyODM1NDQyLCJleHAiOjE1ODU0Mjc0NDJ9.YNoxltVOqvfAP8kMta7_MQUAXB3PFzeNeQ0TcD06J8s""
}"
Combined loan with Deferred stips,ID/Fraud-Consumer Statement,equifax-test-mocks/Solar/stips/combined/ID-Fraud-Consumer-Statement.json,Combined,1stLight,solar/1stlight/1stlight.html,VIRGINIA,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,,,MARY,BOLT,,,,,,,,666320691,,,,,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,Approved,TRUE,disabled,"{
  ""loanId"": ""20-14-000136"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Combined"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""GET_DOCS"",
    ""WAIT_CALL_PRIMARY"",
    ""WAIT_CALL_SECONDARY""
  ],
  ""docToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjUifQ.eyJzdWIiOiIyMC0xNC0wMDAxMzYiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgyODIyNjMxLCJleHAiOjE1ODU0MTQ2MzF9.CkSfxHV_We7WVEJZJVU-z_nIS0Be7ULdrFQh8kQ00GA""
}"
Combined loan with stip only on Primary,ID/Fraud-Consumer Statement,equifax-test-mocks/Solar/stips/combined/ID-Fraud-Consumer-Statement_onPrimary.json,Combined,1stLight,solar/1stlight/1stlight.html,VIRGINIA,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,,,MARY,BOLT,,,,,,,,666320691,,,,,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,Approved,TRUE,disabled,"{
  ""loanId"": ""20-04-000141"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Combined"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""GET_DOCS"",
    ""WAIT_CALL_PRIMARY""
  ],
  ""docToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjgifQ.eyJzdWIiOiIyMC0wNC0wMDAxNDEiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgyODM1NDIzLCJleHAiOjE1ODU0Mjc0MjN9.EvT0UldlzXtoMCSBtZq4KIHMAg1WVwtk65mnNXAU3T0""
}"
Combined loan with stip only on Secondary,ID/Fraud-Consumer Statement,equifax-test-mocks/Solar/stips/combined/ID-Fraud-Consumer-Statement_onSecondary.json,Combined,1stLight,solar/1stlight/1stlight.html,VIRGINIA,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,,,MARY,BOLT,,,,,,,,666320691,,,,,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,Approved,TRUE,disabled,"{
  ""loanId"": ""20-05-000141"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Combined"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""GET_DOCS"",
    ""WAIT_CALL_SECONDARY""
  ],
  ""docToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjUifQ.eyJzdWIiOiIyMC0wNS0wMDAxNDEiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgyODM1NDQ0LCJleHAiOjE1ODU0Mjc0NDR9.DZgqpIVyTsxsYnkpuQ_fsUZfi7JtLCTgtEY8zd1ZsAE""
}"
Combined loan with Deferred stips,ID/Fraud-eID Error,equifax-test-mocks/Solar/stips/combined/ID-Fraud-eID-Error.json,Combined,1stLight,solar/1stlight/1stlight.html,VIRGINIA,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,,,MARY,BOLT,,,,,,,,666320691,,,,,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,Approved,TRUE,disabled,"{
  ""loanId"": ""20-01-000127"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Combined"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""GET_DOCS"",
    ""UPLOAD_PRIMARY"",
    ""UPLOAD_SECONDARY""
  ],
  ""primaryToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjkifQ.eyJzdWIiOiIyMC0wMS0wMDAxMjciLCJleHBpcmVzSW4iOjMwMCwiYm9ycm93ZXIiOiJQcmltYXJ5IiwiaWF0IjoxNTgyODIyNjM5LCJleHAiOjE1ODU0MTQ2Mzl9.XkrY1G0WDIQMYT8qdYqmUPpk8HuyhnxRFBuP6QSZ70c"",
  ""secondaryToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjcifQ.eyJzdWIiOiIyMC0wMS0wMDAxMjciLCJleHBpcmVzSW4iOjMwMCwiYm9ycm93ZXIiOiJTZWNvbmRhcnkiLCJpYXQiOjE1ODI4MjI2MzksImV4cCI6MTU4NTQxNDYzOX0.GCrt2Tb2jO0e_QUp_BHKGHXFbe2jPNg4AzDmPo8Wu9Q"",
  ""docToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjgifQ.eyJzdWIiOiIyMC0wMS0wMDAxMjciLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgyODIyNjM5LCJleHAiOjE1ODU0MTQ2Mzl9.Es5ErVpEHd41yUPVYqwK-3LNbYRmm44zIZscc_-q-X4""
}"
Combined loan with stip only on Primary,ID/Fraud-eID Error,equifax-test-mocks/Solar/stips/combined/ID-Fraud-eID-Error_onPrimary.json,Combined,1stLight,solar/1stlight/1stlight.html,VIRGINIA,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,,,MARY,BOLT,,,,,,,,666320691,,,,,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,Approved,TRUE,disabled,"{
  ""loanId"": ""20-03-000123"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Combined"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""GET_DOCS"",
    ""UPLOAD_PRIMARY""
  ],
  ""primaryToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjMifQ.eyJzdWIiOiIyMC0wMy0wMDAxMjMiLCJleHBpcmVzSW4iOjMwMCwiYm9ycm93ZXIiOiJQcmltYXJ5IiwiaWF0IjoxNTgyODM1NDI2LCJleHAiOjE1ODU0Mjc0MjZ9.aq_xdP5K26EzyQAlwdNZU6yy_jBDzfPx-TV3Q30lc4w"",
  ""docToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjEifQ.eyJzdWIiOiIyMC0wMy0wMDAxMjMiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgyODM1NDI2LCJleHAiOjE1ODU0Mjc0MjZ9.rSZUolQbr2S-eAmhf2SiuSwwLUnOBdLa83Fq4utQKiw""
}"
Combined loan with stip only on Secondary,ID/Fraud-eID Error,equifax-test-mocks/Solar/stips/combined/ID-Fraud-eID-Error_onSecondary.json,Combined,1stLight,solar/1stlight/1stlight.html,VIRGINIA,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,,,MARY,BOLT,,,,,,,,666320691,,,,,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,Approved,TRUE,disabled,"{
  ""loanId"": ""20-10-000136"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Combined"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""GET_DOCS"",
    ""UPLOAD_SECONDARY""
  ],
  ""secondaryToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjUifQ.eyJzdWIiOiIyMC0xMC0wMDAxMzYiLCJleHBpcmVzSW4iOjMwMCwiYm9ycm93ZXIiOiJTZWNvbmRhcnkiLCJpYXQiOjE1ODI4MzU0NTIsImV4cCI6MTU4NTQyNzQ1Mn0.DeVRASDNGmh8IuAtMkLaaZXhVg3AhUrFAtvAmsV2J7w"",
  ""docToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjUifQ.eyJzdWIiOiIyMC0xMC0wMDAxMzYiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgyODM1NDUyLCJleHAiOjE1ODU0Mjc0NTJ9.aWBDjxLtiVLlEgxXwNMgTeILyOsc8uEjj44epZEAM54""
}"
Combined loan with Deferred stips,ID/Fraud-eID Fail,equifax-test-mocks/Solar/stips/combined/ID-Fraud-eID-Fail.json,Combined,1stLight,solar/1stlight/1stlight.html,VIRGINIA,FRANK,1251 RAINTREE NE,ARAB,AL,35016,1987-06-25,91623452345,91623452345,666072358,ngonzalez@loanpal.com,Employed,100000,,,MARY,BOLT,,,,,,,,666320691,,,,,Nick,Gonzalez,ngonzalez@loanpal.com,9163453456,Loanpal,,30000,deleteMe,Approved,TRUE,disabled,"{
  ""loanId"": ""20-03-000114"",
  ""referenceNumber"": ""automated-run"",
  ""type"": ""Combined"",
  ""status"": ""Approved"",
  ""maxLoanAmount"": ""100000"",
  ""loanOptions"": {
    ""term"": ""10"",
    ""id"": ""1"",
    ""rate"": ""3.99"",
    ""programFee"": 14.25
  },
  ""totalSystemCost"": ""$23,000.00"",
  ""isSub650"": false,
  ""availableNextSteps"": [
    ""GET_DOCS"",
    ""UPLOAD_PRIMARY"",
    ""UPLOAD_SECONDARY""
  ],
  ""primaryToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjEifQ.eyJzdWIiOiIyMC0wMy0wMDAxMTQiLCJleHBpcmVzSW4iOjMwMCwiYm9ycm93ZXIiOiJQcmltYXJ5IiwiaWF0IjoxNTgyODIyNjUxLCJleHAiOjE1ODU0MTQ2NTF9.1hbJ8ZyHxJn6BljUk3qvTMD0D33C167DI8v-GJ9V4WE"",
  ""secondaryToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjUifQ.eyJzdWIiOiIyMC0wMy0wMDAxMTQiLCJleHBpcmVzSW4iOjMwMCwiYm9ycm93ZXIiOiJTZWNvbmRhcnkiLCJpYXQiOjE1ODI4MjI2NTEsImV4cCI6MTU4NTQxNDY1MX0.NknZcmOqhbatfundMCJU3lBFSla1YdLtzV6A7D0ewZw"",
  ""docToken"": ""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IjcifQ.eyJzdWIiOiIyMC0wMy0wMDAxMTQiLCJleHBpcmVzSW4iOjMwMCwiaWF0IjoxNTgyODIyNjUxLCJleHAiOjE1ODU0MTQ2NTF9.uq_UTp04bFZzfTGq7IK-omZ4nRPyG1HdVx3WjUDAVBY""
}"
